"filename", "language", "TypeScript", "JSON with Comments", "JavaScript", "JSON", "Markdown", "YAML", "TypeScript JSX", "XML", "PostCSS", "comment", "blank", "total"
"/Users/marcossandovalruiz/Documents/quhealthy/services/schedule.service.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 65
"/Users/marcossandovalruiz/Documents/quhealthy/services/security.service.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 71
"/Users/marcossandovalruiz/Documents/quhealthy/services/social.service.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 0, 0, 0, 44, 27, 205
"/Users/marcossandovalruiz/Documents/quhealthy/services/staff.service.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"/Users/marcossandovalruiz/Documents/quhealthy/services/storage.service.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 63
"/Users/marcossandovalruiz/Documents/quhealthy/services/store.service.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 62
"/Users/marcossandovalruiz/Documents/quhealthy/services/storefront.service.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 16
"/Users/marcossandovalruiz/Documents/quhealthy/services/stripe-connect.service.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 26
"/Users/marcossandovalruiz/Documents/quhealthy/services/subscription.service.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 31
"/Users/marcossandovalruiz/Documents/quhealthy/services/supplier.service.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/marcossandovalruiz/Documents/quhealthy/services/teleconsultation.service.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/marcossandovalruiz/Documents/quhealthy/services/vaccination.service.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/marcossandovalruiz/Documents/quhealthy/services/wearable.service.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 37
"/Users/marcossandovalruiz/Documents/quhealthy/store/intelligence.store.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/marcossandovalruiz/Documents/quhealthy/stores/SessionStore.ts", "TypeScript", 192, 0, 0, 0, 0, 0, 0, 0, 0, 38, 37, 267
"/Users/marcossandovalruiz/Documents/quhealthy/stores/TeleconsultationStore.ts", "TypeScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 122
"/Users/marcossandovalruiz/Documents/quhealthy/tailwind.config.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 56
"/Users/marcossandovalruiz/Documents/quhealthy/tsconfig.json", "JSON with Comments", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"/Users/marcossandovalruiz/Documents/quhealthy/types/appointments.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 36, 29, 186
"/Users/marcossandovalruiz/Documents/quhealthy/types/auth.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 33, 32, 185
"/Users/marcossandovalruiz/Documents/quhealthy/types/booking.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 62
"/Users/marcossandovalruiz/Documents/quhealthy/types/cash-register.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 55
"/Users/marcossandovalruiz/Documents/quhealthy/types/catalog.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 180
"/Users/marcossandovalruiz/Documents/quhealthy/types/chat.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 61
"/Users/marcossandovalruiz/Documents/quhealthy/types/consumer-order.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 32
"/Users/marcossandovalruiz/Documents/quhealthy/types/consumerOnboarding.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/marcossandovalruiz/Documents/quhealthy/types/consumerProfile.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 47
"/Users/marcossandovalruiz/Documents/quhealthy/types/dashboard.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 33
"/Users/marcossandovalruiz/Documents/quhealthy/types/dependent.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21
"/Users/marcossandovalruiz/Documents/quhealthy/types/discover.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 63
"/Users/marcossandovalruiz/Documents/quhealthy/types/ehr.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 37, 11, 112
